epoch,train_loss,val_balanced_accuracy,val_roc_auc,threshold,lr
1,0.14895000956510035,0.989456100146211,0.9998260105293186,0.9,0.0001
2,0.07847131961877848,0.9928443381919841,0.9997123656513849,0.95,0.0001
3,0.06929064902270772,0.9956720365472467,0.9999062565224499,0.49999999999999994,9.509795896116975e-05
4,0.047532850205769736,0.9974618325376958,0.9999565026323297,0.95,8.136274519200731e-05
5,0.033291631711153645,0.998334686283733,0.9999882266468026,0.75,6.151478623083756e-05
