threshold,accuracy,balanced_accuracy,precision,recall,f1,tn,fp,fn,tp
0.05,0.6922649117115447,0.7028774349337269,0.6107346962823308,0.9968266179440329,0.7574163378630391,4571,6607,33,10366
0.1,0.7283218241646198,0.7376243227139099,0.6403514199096701,0.995288008462352,0.779308786988455,5365,5813,49,10350
0.15,0.7497335125364972,0.7582631092413247,0.6593560726809052,0.9945187037215115,0.7929765373404191,5835,5343,57,10342
0.2,0.7623395282013254,0.7703930062917571,0.6712364368786953,0.9934609097028558,0.8011632415660173,6118,5060,68,10331
0.25,0.7715623117208138,0.7792542098796229,0.6803138185654007,0.9923069525915952,0.8072124222625908,6329,4849,80,10319
0.3,0.7793020345738518,0.7866840303935936,0.6881885557855377,0.9911529954803344,0.8123423707435262,6508,4670,92,10307
0.35,0.7855586967604393,0.7926757661831825,0.6948157148643175,0.9898067121838636,0.8164835600677339,6657,4521,106,10293
0.39999999999999997,0.7914445937804143,0.7983197086800276,0.701125127855438,0.988748918165208,0.8204596233637019,6795,4383,117,10282
0.44999999999999996,0.7977476016128284,0.8043628768411621,0.7080317132023439,0.9875949610539473,0.8247671056853472,6943,4235,129,10270
0.49999999999999994,0.80367984427863,0.8100616025347963,0.7145741939976323,0.9868256563131068,0.8289176090463624,7079,4099,137,10262
0.5499999999999999,0.8097047782360847,0.8158564913210355,0.7212884169069554,0.9862486777574765,0.8332114712806883,7215,3963,143,10256
0.6,0.816100477360152,0.822002524225262,0.7286171347316032,0.985479373016636,0.8378024852840108,7361,3817,151,10248
0.65,0.8228669416508319,0.828492999596989,0.7366678661388988,0.9843254159053754,0.8426772042474726,7519,3659,163,10236
0.7,0.8281503452750614,0.8335587935453073,0.743114599229707,0.9833637849793248,0.8465231788074565,7643,3535,173,10226
0.75,0.8357973768364462,0.8408857493161863,0.7527278089059274,0.9818251754976438,0.8521470600504203,7824,3354,189,10210
0.7999999999999999,0.8445567038976688,0.8492929440429733,0.7639169850902824,0.980478892201173,0.8587551587630887,8027,3151,203,10196
0.85,0.8534087222505445,0.8577627936099322,0.7759304453935325,0.9783633041638617,0.8654672281054994,8240,2938,225,10174
0.9,0.8668026138944246,0.8705324832096124,0.7955848849084766,0.973843638811424,0.8757350397781282,8576,2602,272,10127
0.95,0.8876118088705566,0.8903083010428197,0.8296130952380951,0.9649966342917586,0.8921982662808985,9117,2061,364,10035
