epoch,train_loss,val_balanced_accuracy,val_roc_auc,threshold,lr
1,0.14759971905542318,0.9882361048939758,0.9998235967456086,0.95,0.0001
2,0.07887198039345553,0.9950837137136263,0.9998317740536871,0.95,0.0001
3,0.07011967318378125,0.9979249341837535,0.9999332761217333,0.95,9.509795896116975e-05
