epoch,train_loss,val_balanced_accuracy,val_roc_auc,threshold,lr
1,0.14787503462215124,0.9905067857125086,0.999764409783824,0.95,0.0001
2,0.07650059443257452,0.9938594573942297,0.9998314292274428,0.95,0.0001
3,0.06592567585393254,0.9893003125751381,0.9999605912863688,0.9,9.509795896116975e-05
4,0.0488983956016931,0.9984726906727799,0.9999639410270275,0.7999999999999999,8.136274519200731e-05
5,0.03151918218713917,0.998334686283733,0.9999958620850689,0.95,6.151478623083756e-05
