threshold,accuracy,balanced_accuracy,precision,recall,f1,tn,fp,fn,tp
0.05,0.6473559809055939,0.6595936810817189,0.577594838135499,0.9985575536109239,0.73186030940504,3584,7594,15,10384
0.1,0.6642721416322936,0.6758969384916322,0.5896357747599296,0.9978844119626885,0.7412672333733453,3956,7222,22,10377
0.15,0.6755804792139778,0.6868011819543529,0.5979595365727132,0.9975959226848734,0.747729566094385,4203,6975,25,10374
0.2,0.6846642257959865,0.6955617016314741,0.6048166073823547,0.9974035964996633,0.7530129228977439,4401,6777,27,10372
0.25,0.6924039486490244,0.703004925446418,0.6108687964163622,0.9966342917588228,0.7574639137579794,4576,6602,35,10364
0.3,0.6982435000231728,0.7086208913484203,0.6155217494651771,0.9960573132031925,0.7608623792554136,4708,6470,41,10358
0.35,0.7042684339806276,0.7144090784841729,0.6204292051312792,0.995288008462352,0.7643735460281077,4846,6332,49,10350
0.39999999999999997,0.710200676646429,0.720117856653537,0.6253022243713733,0.9948071929993267,0.7679174553682673,4979,6199,54,10345
0.44999999999999996,0.7151596607498726,0.7248906405059007,0.6294357538498996,0.9944225406289064,0.7709109885189825,5090,6088,58,10341
0.49999999999999994,0.7196551883950503,0.7292127663224288,0.6332557284646488,0.9939417251658812,0.7736237416259606,5192,5986,63,10336
0.5499999999999999,0.7245214812068406,0.7338927379074307,0.6374406120811994,0.9934609097028558,0.7765917462221803,5302,5876,68,10331
0.6,0.7295731566019372,0.738744930726183,0.6418801293210643,0.9927877680546204,0.7796699769658786,5418,5760,75,10324
0.65,0.7349955971636465,0.743954969313409,0.6467122171378423,0.992114626406385,0.7830145719485202,5542,5636,82,10317
0.7,0.7401863094962229,0.7489413542953389,0.6514184621216907,0.9914414847581496,0.7862426599552904,5661,5517,89,10310
0.75,0.7470918107243825,0.7555626710050002,0.6578711985688729,0.9901913645542839,0.7905262753824229,5823,5355,102,10297
0.7999999999999999,0.7546924966399406,0.7628616501810365,0.6650717703349281,0.9891335705356282,0.7953605258065943,5998,5180,113,10286
0.85,0.7640079714510821,0.7717587020071279,0.6744690643697809,0.9864410039426866,0.8011558887842721,6227,4951,141,10258
0.9,0.7752699633869398,0.7825210408167333,0.6862166152194336,0.9833637849793248,0.8083474961459131,6502,4676,173,10226
0.95,0.7965889604671641,0.8028994738146211,0.7097877687796704,0.9776901625156263,0.8224730008489239,7021,4157,232,10167
