run_dir,calibrator,policy,val_source,ece_test,threshold,accuracy,balanced_accuracy,precision_fake,recall_fake,recall_real,tn,fp,fn,tp
/home/ubuntu/work/DSA4266/outputs/runs/20260402_181141_swin_full_swin_gen_v2,platt,fixed_0.50,eval_predictions_fallback,0.01791125681905318,0.5,0.8949344209111554,0.8961460021058838,0.8629061049625133,0.9297047793057023,0.8625872249060653,9642.0,1536.0,731.0,9668.0
/home/ubuntu/work/DSA4266/outputs/runs/20260402_181141_swin_full_swin_gen_v2,platt,fixed_0.60,eval_predictions_fallback,0.01791125681905318,0.6,0.8957686425360337,0.8959861174148778,0.8840716305372289,0.9020098086354456,0.8899624261943101,9948.0,1230.0,1019.0,9380.0
/home/ubuntu/work/DSA4266/outputs/runs/20260402_181141_swin_full_swin_gen_v2,platt,best_bal_acc,eval_predictions_fallback,0.01791125681905318,0.5499999999999999,0.8960467164109932,0.8968107387316219,0.8728968544257497,0.9179728820078852,0.8756485954553586,9788.0,1390.0,853.0,9546.0
/home/ubuntu/work/DSA4266/outputs/runs/20260402_181141_swin_full_swin_gen_v2,platt,best_f1_fake,eval_predictions_fallback,0.01791125681905318,0.49999999999999994,0.8949344209111554,0.8961460021058838,0.8629061049625133,0.9297047793057023,0.8625872249060653,9642.0,1536.0,731.0,9668.0
/home/ubuntu/work/DSA4266/outputs/runs/20260402_181141_swin_full_swin_gen_v2,platt,constrained_real_at_fake_95,eval_predictions_fallback,0.01791125681905318,0.35,0.8848310701209622,0.8873630934102884,0.8297499999999999,0.9574959130685641,0.8172302737520127,9135.0,2043.0,442.0,9957.0
/home/ubuntu/work/DSA4266/outputs/runs/20260402_181141_swin_full_swin_gen_v2,platt,constrained_real_at_fake_98,eval_predictions_fallback,0.01791125681905318,0.15,0.8516012420633081,0.8560886628187319,0.7727582809065412,0.9803827291085679,0.7317945965288959,8180.0,2998.0,204.0,10195.0
/home/ubuntu/work/DSA4266/outputs/runs/20260402_181141_swin_full_swin_gen_v2,platt,youden_j,eval_predictions_fallback,0.01791125681905318,0.5499999999999999,0.8960467164109932,0.8968107387316219,0.8728968544257497,0.9179728820078852,0.8756485954553586,9788.0,1390.0,853.0,9546.0
/home/ubuntu/work/DSA4266/outputs/runs/20260402_181141_swin_full_swin_gen_v2,platt,cost_fp3_fn1,eval_predictions_fallback,0.01791125681905318,0.75,0.8776938406636696,0.8756862330944843,0.9173838209982786,0.820078853735936,0.9312936124530325,10410.0,768.0,1871.0,8528.0
/home/ubuntu/work/DSA4266/outputs/runs/20260402_181141_swin_full_swin_gen_v2,platt,cost_fp5_fn1,eval_predictions_fallback,0.01791125681905318,0.85,0.8292162951290726,0.8241933402249355,0.9455800371648525,0.6850658717184344,0.9633208087314366,10768.0,410.0,3275.0,7124.0
/home/ubuntu/work/DSA4266/outputs/runs/20260402_181141_swin_full_swin_gen_v2,isotonic,fixed_0.50,eval_predictions_fallback,4.644046901031623e-05,0.5,0.8964638272234323,0.8974847320658628,0.868157633691045,0.925762092508895,0.8692073716228305,9716.0,1462.0,772.0,9627.0
/home/ubuntu/work/DSA4266/outputs/runs/20260402_181141_swin_full_swin_gen_v2,isotonic,fixed_0.60,eval_predictions_fallback,4.644046901031623e-05,0.6,0.8955369143069009,0.8954742928386574,0.8899741453605284,0.8937397826714105,0.8972088030059043,10029.0,1149.0,1105.0,9294.0
/home/ubuntu/work/DSA4266/outputs/runs/20260402_181141_swin_full_swin_gen_v2,isotonic,best_bal_acc,eval_predictions_fallback,4.644046901031623e-05,0.44999999999999996,0.8965101728692589,0.8975328136121652,0.8681695220919746,0.9258582556015,0.8692073716228305,9716.0,1462.0,771.0,9628.0
/home/ubuntu/work/DSA4266/outputs/runs/20260402_181141_swin_full_swin_gen_v2,isotonic,best_f1_fake,eval_predictions_fallback,4.644046901031623e-05,0.44999999999999996,0.8965101728692589,0.8975328136121652,0.8681695220919746,0.9258582556015,0.8692073716228305,9716.0,1462.0,771.0,9628.0
/home/ubuntu/work/DSA4266/outputs/runs/20260402_181141_swin_full_swin_gen_v2,isotonic,constrained_real_at_fake_95,eval_predictions_fallback,4.644046901031623e-05,0.35,0.890299856328498,0.8924402689806785,0.8414385308620982,0.9517261275122606,0.8331544104490963,9313.0,1865.0,502.0,9897.0
/home/ubuntu/work/DSA4266/outputs/runs/20260402_181141_swin_full_swin_gen_v2,isotonic,constrained_real_at_fake_98,eval_predictions_fallback,4.644046901031623e-05,0.1,0.8408953978773694,0.8458798467880536,0.7580382278856126,0.9839407635349551,0.7078189300411522,7912.0,3266.0,167.0,10232.0
/home/ubuntu/work/DSA4266/outputs/runs/20260402_181141_swin_full_swin_gen_v2,isotonic,youden_j,eval_predictions_fallback,4.644046901031623e-05,0.44999999999999996,0.8965101728692589,0.8975328136121652,0.8681695220919746,0.9258582556015,0.8692073716228305,9716.0,1462.0,771.0,9628.0
/home/ubuntu/work/DSA4266/outputs/runs/20260402_181141_swin_full_swin_gen_v2,isotonic,cost_fp3_fn1,eval_predictions_fallback,4.644046901031623e-05,0.75,0.876998655976271,0.8749315016475133,0.9181513875391425,0.8176747764208095,0.9321882268742171,10420.0,758.0,1896.0,8503.0
/home/ubuntu/work/DSA4266/outputs/runs/20260402_181141_swin_full_swin_gen_v2,isotonic,cost_fp5_fn1,eval_predictions_fallback,4.644046901031623e-05,0.85,0.8345923900449552,0.8298177111494351,0.9447772857514977,0.6975670737570919,0.9620683485417784,10754.0,424.0,3145.0,7254.0
