epoch,train_loss,val_balanced_accuracy,val_roc_auc,threshold,lr
1,0.14616996609167354,0.9872543353156407,0.9993236233218599,0.95,0.0001
2,0.0770797859193857,0.9941126830097555,0.9997694590252579,0.95,0.0001
3,0.07247554396361258,0.9935258380028962,0.9998406902751462,0.7999999999999999,9.509795896116975e-05
4,0.048288129821355254,0.9988333542938427,0.9999851232106043,0.65,8.136274519200731e-05
5,0.033005850303360715,0.9980629385728004,0.999977142946094,0.7999999999999999,6.151478623083756e-05
